Number ,Date,Rating ,Label ,User,Review
85,16 Januari 2023,4,Possitive,Yani suryani,"Pln mobile sangat membantu bagi saya, apalagi kalo masalah listrik datang malam hari. Awalnya saya ragu karena masalah jaringan, den sempat kasih bintang 1, tapi setelah saya coba lagi, dan buka layanan pengaduan ternyata puas dengan pelayanan nya. Cepat respon, cepat penanganan nya. Cuma satu kendalanya jaringan kurang setabil."
86,25 Januari 2023,5,Possitive,Mukhlisin,"Terimakasih banyak PLN,Aplikasi ini sangat membantu sekali karena banyak fitur2 baik pembelian token,rubah daya,pasang baru,Listrik q ,pengaduan dll,tidak perlu keluar rumah ataupun ke ktrnya Pln,,cukup dirumah saja kita sudah mendapatkan semua,di aplikasi PLN Mobil,dan juga ada Notifnya,,Sukses terus PLN.,,"
87,26 Januari 2023,2,Negative,Om Genjong,"Mohon diperbaiki lagi, Kalau untuk layanan charge mobil listrik, untuk saat ini: 1. Untuk buka aplikasinya lama banget bukan karena signal internetnya tapi sering error 2. Untuk pembayaran dari gopay sudah dibayar tapi dikembalikan melalui saldo pln mobile 3. Untuk buka satu menu saja butuh loading beberapa menit Untuk saat ini masih mengecewakan"
88,24 Maret 2023,5,Possitive,joko sutrisno,"Sekarang mau beli token, bayar listrik tambah daya atau apapun sudah mudah tidak bingung lagi, tinggal buka PLN mobile semua sudah tersedia...👍"
89,27 Januari 2023,5,Possitive,Dedi Darmawansyah,"Aplikasinya bisa membantu mendapatkan informasi seputar pemadaman, pemasangan, migrasi dan tambah daya dan bisa juga pengaduan. Aplikasinya sangat membantu menghemat waktu agar tau sepuran PLN tanpa datang langsung ke kantor nya..,,mantap lah pokonya mah PLN selalu di depan,,,!!!"
90,10 Februari 2023,5,Possitive,harjanto gito sarjono,"Sangat membantu apabila terjadi gangguan, mudah melaporkan dan memantau progres perbaikan.. ada fitur tambah daya dan pasang baru, bisa lihat estimasi biaya jg.. mantabs.. Mohon terus diupdate aplikasinya biar makin bagus dan lancar.."
91,1 Maret 2023,5,Possitive,Murdijati Dini,"Aplikasi yang mudah dan sangat membantu bagi pengguna, mulai dari pasang baru, tambah daya sampai pengisian token listrik, semua bisa dipantau dari ujung jari saja, tingkatkan lagi fitur-fiturnya👍"
92,18 Januari 2023,5,Possitive,Agus Maulana,"Aplikasinya bisa membantu mendapatkan info seputar pemadaman, pemasangan, migrasi dan tambah daya dan bisa juga pengaduan. Aplikasinya sangat membantu menghemat waktu agar tau info seputaran PLN tanpa datang langsung ke kantornya... Mantaaap lah poko na mah PLN selalu di depan!!!!👍🏻"
93,24 Maret 2023,5,Possitive,Gd Basudeva,"aplikasi nya mudah digunakan , tampilannya menarik , fiturnya lengkap buat bayar tagihan, beli token, tambah daya dan lapor gangguan"
94,26 Januari 2023,1,Neutral,Wisnu Wardana,"Aplikasi cukup Bagus. Tapi, mohon maaf,Operatornya tidak cepat tanggap.Saat malam sudah melakukan pembayaran melalui m banking tetapi tdk lagsg ada pemberitahuan transaksi selesai atau kiriman email nomor token. terlalu lama dibandingkan dengan aplikasi e-comers lainnya yg lagsg ada nomor token setelah pembayaran selesai. Terimakasih atas perhatiannya."
95,4 Maret 2023,1,Negative,Ridwan Gl,"Sudah bayar tagihan listrik di aplikasi ini, bayarnya lewat sopeepay, tapi masih ada tagihan di aplikasi pln nya, dan saya konfirmasi pihak pln nya, belum ada pembayarannya, tapi saya konfirmasi pihak sopee nya sudah berhasil terbayarkan ke merchant pln mobile, dan alhasil pihak sopee tidak bisa mengembalikan saldo saya yg terbayar sebesar 470 ribu, lalu kemana kah perginya pembayaran saya yg terkirim? Yasudah buat jadi pelajaran saya, tidak perlu lgi gunain aplikasi yg merugikan begini."
96,3 Maret 2023,5,Possitive,Egi Wibisono Rizki Sudibyo,"Sekarang kita tidak perlu capek2 keluar untuk ke kantor PLN ketika ingin melakukan pengaduan maupun mengajukan layanan. Karena sekarang telah ada Super APP bernama PLN Mobile. Banyak sekali fitur2 yg sangat bermanfaat bagi pelanggan, seperti fitur pengaduan, tambah daya, pesta, membeli token, dan masih banyak lagi. Good job PLN. Jaya selalu. PLN.. TERBAIK.. 👍"
97,19 Maret 2023,4,Possitive,Eko Sugianto (Eco's),Respon jika ada gangguan listrik sangat cepat dan baik ...tapi aplikasi PLN nya belum berjalan secara baik...terbukti dg aplikasi utk menaikan daya sangat sulit sekali . .padahal sedang promo.
98,15 Maret 2023,1,Negative,sindi paulana,"Aplikasi ini saya membuat repot, beli token di sini pembayaran melalui ovo. Saldo terpotong tapi nomer token tidak masuk/menunggu pembayaran. Jelas² saldo sudah terpotong dua kali dengan dua nomer berveda token. Bikin emosi harus tlp ke nomer call pusat 123 dan itu harus beberapa kali memotong pulsa biasa. Tidak bagus dan menghabiskan waktu."
99,3 Maret 2023,5,Possitive,GAS,"Mantap.. memudahkan untuk kontrol pulsa + pengajuan, tp untuk notifikasi pemeliharaan belum semua area kayanya yg dapet.. harus di tingkatkan lagi"
100,11 Maret 2023,5,Possitive,iin paturusi,"Dengan adanya Aplikasi PLN Mobile ini, benar"" sangat membantu Saya utk membuat laporan apabila terjadi ganggauan atau kelurahan soaln kelistrikan tanpa harus ke kantor, aplikasinya juga mudah digunakan dan Sdh dilengkapi byk fitur, pkokx terbaik deh 👍"
101,7 Maret 2023,5,Possitive,Iwan Kurniawan,Rutinitas padat saya setiap harinya merasa sangat terbantu dengan adanya aplikasi pln ini. Permohonan pasang listrik rumah baru saya mulai dari pendaftaran pasang baru via aplikasi nya terus di survei hingga penyalaan listrik rumah saya sangat cepat dan bagus responnya. Trims PLN. pertahanan kinerja bagus ini. SEMANGAT ENERGI NEGERIKU MAJU.
102,20 Maret 2023,1,Negative,Beny Yuliarto,"Bayar lewat applikasi pln sering gratis untuk biaya layanan,sekarang harus bayar biaya layanan dengan bervariasi harga,buat apa guna applikasi pln ini,bayar listrik lewat sini berbayar semua..ga ada guna nya applikasi ini,ga ada benefit atau manfaat apapum,program sepeda listrik jg g bisa di klik mending gausah dipasang."
103,20 Maret 2023,5,Possitive,023 - 04 - Sintia Dewi,aplikasi pln mobile sangat membantu dengan fitur fiturnya yg mudah dimengerti. sekarang jadi ga perlu ribet ke kantornya lagi kalau ada masalah. Mantaps👍💫
104,14 Maret 2023,1,Neutral,marviano romeo,"Bulan february 2022 saya mengajukan kenaikan daya dengan permohonan meter prabayar, dikarenakan material belum tersedia maka dipasang meter pasca bayar. Di janjikan dan diprioritaskan untuk di ganti ke meter prabayar apabila sudah tersedia, hingga saat ini sudah setahun lebih, meter prabayarnya belum terpasang juga. Setelah di tanyakan ke kantor PLN terdekat masih saja dengan alasan yang sama yaitu material belum tersedia."
105,11 Maret 2023,5,Possitive,Bloh Hanggara,"Aplikasi ini benar benar keren banget. Jadi tadi aku kirim bantuan gtu terkait token yang gk bisa masuk ke meter. Terus aku langsung dong dibantu sama team PLN mobile. Bersyukur banget aku Dan ber terimakasih banget sama para team PLN mobile. Kalian keren 👍👍 recommend banget nih aplikasi, cinta benget aku sama aplikasi ini❤❤❤"
106,3 Maret 2023,1,Negative,dahlia husin ali,"Saya pengguna grab motor listrik viar q1, seharusnya saya bisa tukar baterai motor melalui app ini, ketika saya ingin daftarkan kendaraan saya selalu tidak bisa, informasinya selalu ada masalah sistem, saya sudah melakukan pengaduan di app mobile tapi blum ada solusi, sudah datang ke ulp bulungan dan tanya ke beberapa staf pln dan security juga masih blm dapat jawaban, jadi bagaimana solusi supaya saya bisa tukar baterai motor saya, tkut2 d jalan saya kehabisan baterai dan ga bisa jalan"
107,14 Maret 2023,1,Negative,Bahtiar waykanan,"Hy admin, kenapa semakin kesini semakin susah apk stelah di update tidak dapat membaca lokasi, padahal sinyal normal, dan sebagai masukan mohon perbaiki lg sisi sistem penanganan nya secara online kalau untuk petugas lapangan nya udah 80%baik. Kalau semua sudah normal rating ku naik kan ke 5."
108,5 Maret 2023,1,Negative,Bali Jewel,Deskripsinya bebas biaya administrasi. Tapi ketika mau beli token listrik terdapat biasaya admin. Dan pilihan pembayaran juga sedikit. Tidak lengkap seperti di tokopedia. Auto uninstall app ini!!
109,15 Maret 2023,1,Negative,KOPI HITAM MANIS,"Saat melakukan pengaduan, dan diminta memasukan foto tidak bisa. Sudah bisa ambil gambar tapi pas mau dicentang langsung balik lagi ke halaman utama dan itu berulang. Pake hp istri juga sama saja. Tolong segera diperbaiki. Akhirnya tlfn ke 123 dan itu berbayar."
110,8 Maret 2023,5,Possitive,A F,"Aplikasinya sangat bagus, membantu pelaporan gangguan dengan respon dan penanganan sangat cepat, dan juga bisa melakukan pengecekan tagihan listrik dan masih banyak lagi (satu aplikasi untuk segalanya."
111,3 Maret 2023,5,Possitive,win candra,"Aplikasi yang bagus, sangat membantu, pembayaran dan pembelian token listrik sangat mudah dan pelaporan gangguan semakin mudah dan cepat dalam penanganannya. Semoga semakin maju dan berinovasi terus."
112,5 Maret 2023,1,Negative,Iyan Sabeer Chiroyli Alamsyah,"Kenapa sekarang payment melalui mandiri banking jadi berbayar? Sudah bagus kerjasama dan harusnya nambah bank swasta lainnya, demi kemudahan dan terjangkaunya oleh semua kalangan masyarakat khususnya menengah bawah. Sementara saya kasih bintang 1 karna sebelumnya free tanpa biaya Admin, sekarang malah berbayar sekitar 2500"
113,3 Maret 2023,2,Negative,OCTA wingko,"Sbnrnya aplikasi ini memudahkan. Tp sayang aplikasi ini tdk bs memfilter SLO, sehingga SLO yg tdk sesuai nama bs digunakan untuk proses pasang baru listrik. Mohon diperbaiki lg sistemnya agar tdk terjadi pencurian nmr slo sprt yg dialami saudara saya, trm ksh"
114,13 Maret 2023,4,Neutral,Girl Gaming,"Kenapa tiap mau login selaluu muncul ""Insufficient balance to deducated"". Padahal biasanya juga bisa keluar masuk pake nomor. Pake email mau direset sandi juga ga ada email yang dikirimkan, tolong pencerahanya karna saya tidak bisa masuk"
115,2 Maret 2023,5,Possitive,Doni Sandria,"Terimakasih PLN Mobile... semenjak menggunakan aplikasi ini saya jadi tidak merasa khawatir dengan gangguan ataupun keluhan terkait kelistrikan dirumah saya... aplikasi ini sangat baik memudahkan pelanggan dlm pengaduan yg terkalibrasi dengan petugas yg loyal,totalitas dan kompeten dibidangnya.. dan tentunya perlu diberikan apresiasi lebih untuk petugas pembaca meternya yg handal, cepat,tepat dan akurat serta berdedikasi tinggi.. semoga PLN tambah maju dan berintegritas melayani pelanggan."
116,7 Maret 2023,5,Possitive,Desak Uthu,"Aplikasi nya sangat keren,memudahkan membayar tagihan listrik dimanapun kapan pun anti ribet,respon nya sangat cepat dan banyak fitur2 menarik , Sangat mudah di gunakan"
117,24 Maret 2023,1,Neutral,Aezi Bobby Brown,Pemadaman listrik tidak muncul notifikasinya di luar aplikasi. Kita hanya bisa tahu adanya pemadaman listrik setelah membuka aplikasi. Hal ini sangat disayangkan karena saya yang tidak pernah membuka aplikasi selain untuk isi token tetap tidak tahu akan diadakannya pemadaman listrik
118,9 Maret 2023,5,Possitive,Lukman Henderson,"Baru download, dan coba ajukan pengaduan pemadaman listrik ditempat saya, selang beberapa menit, petugas pln langsung hubungi lewat wa nanya lokasi, dan langsung meluncur . sejauh ini aplikasi dan tindaklanjut dari pln bagus dan cepat. Pertahankan!"
119,15 Maret 2023,1,Negative,amanda cs yg baru,"Lapor melalui 123 utk gangguan listrik di rumah, tdk bisa, di input kode tambahan, tdk respon. Lapor melalui aplikasi, semua info yg dibutuhkan sdh terisi, mau submit laporannya, error... Harus kemana lagi ya lapornya... 😕"
120,15 Maret 2023,1,Neutral,Ibnuseptiaji Rumokoy,"untuk penukaran batre servernya tolong di perbaiki lagi,di halaman tukar baterai sulit sekali koneksinya beda dengan fitur lain...selalu bermasalah opsi penukaran baterai"
121,2 Maret 2023,5,Negative,Mohammed Salman,System belum sepenuhnya optimal dan sering error. Seringkali tidak dapat melakukan pengaduan karena aplikasi tiba2 log out sendiri sebelum kita berhasil melakukan pengaduan.
122,6 Maret 2023,3,Possitive,FurniCraft Interior,"Saya tambahkan dari bintang 1 menjadi bintang 3 sbg apresiasi terhadap cepatnya respon yg diberikan saat sy mengadu adanya gangguan listrik melalui aplikasi ini. Pengaduan jam 21:00 dan tengah malam sekitar jam 23:00 datang teknisi PLN mengatasi gangguan. Good job. Untuk membayar tagihan melalu aplikasi ini belum berani, masih kuatir trouble lagi, meski uang sudah dikembalikan."
123,3 Maret 2023,5,Neutral,Fathanah Fathan3,"Aplikasi PLN listrik ini lumayan bagus sih untuk saya, tapi ko kalo ada pemadaman listrik gak akurat banget ya, tertera disitu sampai jam 10 pagi pemadaman nya tapi setelah dicek ditempat lampu hidup jam setengah 9, mohon dicek kendala untuk aplikasi ini dan untuk yang lainnya saya rasa tidak ada"
124,3 Maret 2023,5,Possitive,Lukman,"Alhamdulillah, kwh dirumah dan dirumah keluarga bisa termonitoring dgn 1 aplikasi ini, utk laporan pengaduan gangguan juga jadi lebih mudah karena bisa melalui aplikasi ini, cuma kadang laporannya udah di close duluan sebelum masalahnya diselesaikan sehingga perlu pengaduan berulang2, sempat dongkol sih tapi setelah tim lapangannya datang dan jelasin ternyata karena banyak masalah juga di t4 lain. Semangat trus pln, walau kondisi cuaca tidak menentu tapi tetap berusaha menjaga kepuasan pelanggan"
125,14 Maret 2023,5,Possitive,Al - Kahfi Samad,Aplikasinya sangat bagus dan membantu. Nggak makan banyak tempat tapi lengkap. Menu simple dan canggih. Hanya kerja jari listrik jadi.. Bagus nih.
126,7 Maret 2023,1,Negative,kere aktif,"Ini apps gunanya apa, melihat ID sendiri susah,melihat transaksi susah, harusnya menunya di pemudah, mungkin seperti apps ewalet, mudah lihat saldo,mudah lihat transaksi, mudah lihat profil sendiri"
127,19 Maret 2023,3,Negative,mual imin,"Sudah melakukan pembelian token listrik melalui aplikasi pln mobile, tapi di pemberitahuan masih saja muncul kalau listrik mau habis, hadech, di refresh juga masih sama gak ada perubahan, gimana sih."
128,8 Maret 2023,5,Possitive,VERONIKA,"2x pake layanan PLN mobile utk pengaduan masalah listrik dirumah. Hasilnya memuaskan, petugasnya fast respon dan gercep, utk aplikasinya juga mudah digunakan dan pastinya sangaatttt sangaaatt membantu. Terima kasih"
129,13 Maret 2023,5,Possitive,Listar Wily,"Sumpah ini kali pertama saya mengalami gangguan pada listrik dirumah saya. Masalah nya adalah muncul keterangan CANCEL setelah masukan token vocer listrik, lalu saya hubungi 123, setelah konfirmasi dan didaftarkan aduan masalah gangguan saya. Tidak sempat 2 menit, langsung saya mendapat telpon dari petugas PLN untuk di perbaiki, tidak sampai berapa menit masalah gangguan listrik dirumah saya teratasi dengan cepat dan mudah tanpa harus menunggu berjam jam bahkan berhari-hari. Terimakasih PLN🙏"
130, 16 Maret 2023,1,Neutral,Ardi ansyah,"Untuk biaya listrik maupun wifi selalu naik setiap periode nya, akan tetapi tidak di imbangi dengan peningkatan kualitas & pelayanan nya, untuk wifi sering eror, kalau pelayanan nya di tingkatkan & tidak sering eror saya akan kasih ⭐ 5 , tapi kalau masih sering eror saya kasih bintang⭐ 1 , Segera tingkatkan pelayanan & kualitas nya,"
131,6 Maret 2023,5,Possitive,Khusus Rimba,"Adanya aplikasi PLN mobile jadi lebih memudahkan para pelanggan dalam hal beli token dan pengaduan,saya suka dengan fitur pesan kalau token mau habis, PLN menurut saya nomor satu di Indonesia kalau hal pelayanan yang baik dan cepat."
132,12 Maret 2023,1,Negative,basri sukma,"Di aplikasi PLN Mobile dgn sistem nya PLN kadang tdk singkron kayak nya sistem nya PLN harus di update sama aplikasinya supaya singkron dgn aplikasinya, krn banyak data terutama NIK tdk sesuai nama di KTP yg muncul di sistem nya,terutama itu sistem PLN JENEPONTO, itu sistem nya tolong di update.. Udah 3 bulan pengajuannya ke subsidi cuma di janji janji doang padahal kita punya NIK terdaftar subsidi di aplikasi sistem.... Mohon di cek ulang data kami di sistem Terimakasih 🙏"
133,12 Maret 2023,2,Negative,bayuexa,"Aplikasi sering error', merugikan bagi driver motor listrik grab, sering isi saldo pembelian batrai tidak masuk, namun saldo sudah terpotong. Tolong diperbaiki lagi."
134,9 Maret 2023,1,Negative,Winata Arjuna,"Layanan buruk dan respon lambat, saya beli pulsa 20rb tapi gak masuk2 terlu banayak pertanyaan yang diajukan, meskipun sudah di jawab ttp tidak bisa masuk, padahal saya sering beli dengan cara transfer virtual account"
135,24 Maret 2023,5,Possitive,Anuni Buton,"Aplikasinya keren, bnyak fiturnya juga, Dengan adanya aplikasi pln mobile, sangatlah membantu kepada masyarakat untuk terhubung langsung dngn PLN tanpa harus ke kantor, bisa tambah, psg baru lapor pengaduan listrik padam sngatlah mudah, dimna sja dan kapan sja.. Yuk donwload skrg dan rasakan kemudahannya 👍👍👍"
136,13 Maret 2023,5,Possitive,Khoirun Khoirun,"Aplikasinya bagus, tapi mohon diprotek perihal update pengaduan dari pelanggan, saya cek setiap pengaduan petugasnya tidak jujur dgn keadaan yg sebenarnya. Status pengaduan selalu dalam penangan petugas estimasi 3jam, aktualnya bisa lebih 1 hari baru selesai namun ternyata petugas yg update bisa buat penyelesainnya cuma 2 Jam.."
